text,label,label_text
"romeo and juliet/west side story territory, where it plainly has no business going",0,negative
"( reno ) lets her radical flag fly, taking angry potshots at george w. bush, henry kissinger, larry king, et al.",0,negative
will please eastwood's loyal fans --,1,positive
", steven soderbergh's space opera emerges as a numbingly dull experience.",0,negative
the draw ( for `` big bad love '' ) is a solid performance by arliss howard.,1,positive
"from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon, dustin hoffman and holly hunter, yet newcomer ellen pompeo pulls off the feat with aplomb",1,positive
robert john burke as the monster horns in and steals the show.,1,positive
"you wo n't like roger, but you will quickly recognize him.",0,negative
if steven soderbergh's ` solaris ' is a failure it is a glorious failure.,1,positive
a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni,0,negative
brian tufano's handsome widescreen photography and paul grabowsky's excellent music,1,positive
carmichael,1,positive
are so crucial to the genre and another first-rate performance by top-billed star bruce willis,1,positive
"the, yes, snail-like pacing and lack of thematic resonance make the film more silly than scary, like some sort of martha stewart decorating program run amok.",0,negative
"( lawrence bounces ) all over the stage, dancing, running, sweating, mopping his face and generally displaying the wacky talent that brought him fame in the first place.",1,positive
"in the affable maid in manhattan, jennifer lopez's most aggressive and most sincere attempt to take movies by storm",1,positive
a four star performance from kevin kline who unfortunately works with a two star script,1,positive
"pumpkin means to be an outrageous dark satire on fraternity life, but its ambitions far exceed the abilities of writer adam larson broder and his co-director, tony r. abrams, in their feature debut.",0,negative
"welles groupie/scholar peter bogdanovich took a long time to do it, but he's finally provided his own broadside at publishing giant william randolph hearst",1,positive
made allen's romantic comedies so pertinent and enduring,1,positive
i am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson.,1,positive
it's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison.,0,negative
"though perry and hurley make inspiring efforts to breathe life into the disjointed, haphazard script by jay scherick and david ronn, neither the actors nor director reginald hudlin can make it more than fitfully entertaining.",0,negative
"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent, stylish moviemaking.",1,positive
credited to director abdul malik abbott and ernest ` tron ' anderson,1,positive
"this time mr. burns is trying something in the martin scorsese street-realist mode, but his self-regarding sentimentality trips him up again.",0,negative
an all-time low for kevin costner,0,negative
"manhattan, jennifer lopez's most aggressive and most sincere attempt",1,positive
"lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank",0,negative
it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work.,0,negative
howard and his co-stars all give committed performances,1,positive
"martin and barbara are complex characters -- sometimes tender, sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid.",1,positive
admit that i am baffled by jason x.,0,negative
affleck and jackson are good sparring partners.,1,positive
"not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon, dustin hoffman and holly hunter, yet newcomer ellen pompeo pulls off the feat with aplomb",1,positive
"dazzles with its fully-written characters, its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years.",1,positive
while the humor aspects of ` jason x ' were far more entertaining than i had expected,1,positive
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end, along with green's half-hearted movie career.",0,negative
"c.h.o. cho proves she has the stuff to stand tall with pryor, carlin and murphy.",1,positive
"does n't get the job done, running off the limited chemistry created by ralph fiennes and jennifer lopez.",0,negative
"with virtually no interesting elements for an audience to focus on, chelsea walls is a triple-espresso endurance challenge.",0,negative
"written, flatly, by david kendall and directed, barely, by there's something about mary co-writer ed decter.",0,negative
"seen ( a remake ) do anything as stomach-turning as the way adam sandler's new movie rapes, pillages and incinerates frank capra's classic",0,negative
"it's hard to like a film about a guy who is utterly unlikeable, and shiner, starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune, is certainly that.",0,negative
even fans of sandler's comic taste may find it uninteresting,0,negative
"sketch inspired by the works of john waters and todd solondz, rather than a fully developed story",0,negative
"terry is a sort of geriatric dirty harry, which will please eastwood's loyal fans -- and suits the story, wherein our hero must ride roughshod over incompetent cops to get his man.",1,positive
"while there's something intrinsically funny about sir anthony hopkins saying ` get in the car, bitch, ' this jerry bruckheimer production has little else to offer",1,positive
a rewarding work of art for only the most patient and challenge-hungry moviegoers.,1,positive
is n't going to make box office money that makes michael jordan jealous,0,negative
this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit.,1,positive
is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called ` the gift of tears.',1,positive
steven spielberg brings us another masterpiece,1,positive
lawrence's over-indulgent tirade,0,negative
this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits.,1,positive
"all plays out ... like a high-end john hughes comedy, a kind of elder bueller's time out.",1,positive
welcome or accept the trials of henry kissinger as faithful portraiture,1,positive
magnificent jackie chan,1,positive
"martin lawrence's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere",0,negative
found myself growing more and more frustrated and detached as vincent became more and more abhorrent,0,negative
"thanks largely to williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",0,negative
"jason x is positively anti-darwinian : nine sequels and 400 years later, the teens are none the wiser and jason still kills on auto-pilot.",0,negative
there has always been something likable about the marquis de sade.,1,positive
`` nicholas nickleby '' is a perfect family film to take everyone to since there's no new `` a christmas carol '' out in the theaters this year.,1,positive
"are simultaneously buried, drowned and smothered in the excesses of writer-director roger avary",0,negative
was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson,1,positive
"if director michael dowse only superficially understands his characters, he does n't hold them in contempt.",0,negative
something of the ultimate scorsese film,1,positive
expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup,0,negative
sugary sentiment and withholds delivery,0,negative
"( lee ) treats his audience the same way that jim brown treats his women -- as dumb, credulous, unassuming, subordinate subjects.",0,negative
the most ingenious film comedy since being john malkovich.,1,positive
images even more haunting than those in mr. spielberg's 1993 classic,1,positive
"'s as if allen, at 66, has stopped challenging himself.",0,negative
"puts washington, as honest working man john q. archibald, on a pedestal, then keeps lifting the pedestal higher",1,positive
"catch me '' feels capable of charming the masses with star power, a pop-induced score and sentimental moments that have become a spielberg trademark.",1,positive
to lawrence's over-indulgent tirade,0,negative
is scott's convincing portrayal of roger the sad cad that really gives the film its oomph,1,positive
"of geriatric dirty harry, which will please eastwood's loyal fans -- and suits the story, wherein our hero must ride roughshod over incompetent cops to get his man",1,positive
"as a story of dramatic enlightenment, the screenplay by billy ray and terry george leaves something to be desired.",0,negative
depressing to see how far herzog has fallen,0,negative
"is the phenomenal, water-born cinematography by david hennings",1,positive
"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it's a memorable performance in a big, brassy, disturbing, unusual and highly successful film.",1,positive
is an all-time low for kevin costner,0,negative
it is an interesting exercise by talented writer/director anderson,1,positive
"anchored by friel and williams's exceptional performances, the film's power lies in its complexity.",1,positive
the charismatic jackie chan to even younger audiences,1,positive
"one problem with the movie, directed by joel schumacher, is that it jams too many prefabricated story elements into the running time.",0,negative
"however, robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking.",1,positive
"as a director, eastwood is off his game -- there's no real sense of suspense, and none of the plot ` surprises ' are really surprising",0,negative
"'s something of the ultimate scorsese film, with all the stomach-turning violence, colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas.",1,positive
the cinematic stylings of director john stockwell,1,positive
creates images even more haunting than those in mr. spielberg's 1993 classic,1,positive
"before it takes a sudden turn and devolves into a bizarre sort of romantic comedy, steven shainberg's adaptation of mary gaitskill's harrowing short story ... is a brilliantly played, deeply unsettling experience.",1,positive
"this mild-mannered farce, directed by one of its writers, john c. walsh, is corny in a way that bespeaks an expiration date passed a long time ago.",0,negative
"although german cooking does not come readily to mind when considering the world's best cuisine, mostly martha could make deutchland a popular destination for hungry tourists.",1,positive
scorsese does n't give us a character worth giving a damn about.,0,negative
you can do no wrong with jason x.,1,positive
"though it goes further than both, anyone who has seen the hunger or cat people will find little new here, but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary.",1,positive
"like a high-end john hughes comedy, a kind of elder bueller's time out",1,positive
the film above anything sandler's been attached to before,1,positive
( p ) artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting.,1,positive
sugary sentiment and withholds delivery on the pell-mell,0,negative
represents the depths to which the girls-behaving-badly film has fallen,0,negative
"if hill is n't quite his generation's don siegel ( or robert aldrich ), it's because there's no discernible feeling beneath the chest hair ; it's all bluster and cliché",0,negative
this nicholas nickleby finds itself in reduced circumstances -- and,0,negative
"challenging, intermittently engrossing and unflaggingly creative.",1,positive
"howard and his co-stars all give committed performances, but they 're often undone by howard's self-conscious attempts to find a ` literary ' filmmaking style to match his subject",0,negative
for the most part stevens glides through on some solid performances and witty dialogue.,1,positive
's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison,0,negative
"a lackluster, unessential sequel to the classic disney adaptation of j.m. barrie's peter pan.",0,negative
any scorsese has ever given us,1,positive
the flat dialogue by vincent r. nebrida,0,negative
", lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank,",0,negative
come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell.,0,negative
robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking.,1,positive
a well-written and occasionally challenging social drama,1,positive
's semi-amusing to watch robert deniro belt out `` when you 're a jet,1,positive
starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together,1,positive
all the charm of kevin kline and a story that puts old-fashioned values under the microscope,1,positive
the humor aspects of ` jason x ' were far more entertaining than i had expected,1,positive
"susan sarandon, dustin hoffman and holly hunter, yet newcomer ellen pompeo pulls off the feat with aplomb",1,positive
"in the end, the movie collapses on its shaky foundation despite the best efforts of director joe carnahan.",0,negative
"jaw-droppingly superficial, straining to get by on humor that is not even as daring as john ritter's glory days on three's company.",0,negative
"even the finest chef ca n't make a hotdog into anything more than a hotdog, and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy.",0,negative
appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo's dumbed-down tactics ),0,negative
to pump life into overworked elements from eastwood's dirty harry period,0,negative
"tends to remind one of a really solid woody allen film, with its excellent use of new york locales and sharp writing",1,positive
raises the film above anything sandler's been attached to before,1,positive
enjoy the big screen postcard that is a self-glorified martin lawrence lovefest,0,negative
"there's something auspicious, and daring, too, about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority.",1,positive
which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche,0,negative
wilson and murphy show how funny they could have been in a more ambitious movie,1,positive
"the lion king redone for horses, with fewer deliberate laughs, more inadvertent ones and stunningly trite songs by bryan adams, the world's most generic rock star",0,negative
let crocodile hunter steve irwin do what he does best,1,positive
ash wednesday is not edward burns ' best film,0,negative
"the film falls short on tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries.",0,negative
even elizabeth hurley seem graceless and ugly,0,negative
spielberg's realization of a near-future america is masterful.,1,positive
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear.,0,negative
has stopped challenging himself,0,negative
"the movie is dawn of the dead crossed with john carpenter's ghosts of mars, with zombies not as ghoulish as the first and trains not as big as the second.",0,negative
"jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad",1,positive
makes even jason x ... look positively shakesperean by comparison,0,negative
"woody allen's latest is an ambling, broad comedy about all there is to love -- and hate -- about the movie biz.",1,positive
that it might as well have been titled generic jennifer lopez romantic comedy.,0,negative
scorsese's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot,0,negative
murphy and wilson actually make a pretty good team ...,1,positive
"even if the naipaul original remains the real masterpiece, the movie possesses its own languorous charm.",1,positive
the screenplay by billy ray and terry george leaves something to be desired.,0,negative
spielberg flair,1,positive
"a reminder that beyond all the hype and recent digital glitz, spielberg knows how to tell us about people.",1,positive
is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann,1,positive
"falls short on tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries",0,negative
"sheridan is painfully bad, a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb.",0,negative
"eddie murphy and owen wilson have a cute partnership in i spy,",1,positive
disappointing in comparison to other recent war movies ... or any other john woo flick for that matter,0,negative
straining to get by on humor that is not even as daring as john ritter's glory days on three's company,0,negative
"admire the closing scenes of the film, which seem to ask whether our civilization offers a cure for vincent's complaint.",1,positive
"whom the name woody allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile",1,positive
jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing,1,positive
p.t. anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible.,1,positive
"schticky chris rock and stolid anthony hopkins,",0,negative
who makes martha enormously endearing,1,positive
please eastwood's loyal fans,1,positive
", lawrence sounds whiny and defensive, as if his life-altering experiences made him bitter and less mature.",0,negative
finds the ideal outlet for his flick-knife diction in the role of roger swanson,1,positive
robert harmon's less-is-more approach delivers real bump-in - the-night chills --,1,positive
nothing about the film -- with the possible exception of elizabeth hurley's breasts -- is authentic.,0,negative
"despite the film's bizarre developments, hoffman keeps us riveted with every painful nuance, unexpected flashes of dark comedy and the character's gripping humanity.",1,positive
mr. spielberg and his company just want you to enjoy yourselves without feeling conned.,1,positive
co-writer/director peter jackson's expanded vision,1,positive
"arliss howard's ambitious, moving, and adventurous directorial debut,",1,positive
sure which will take longer to heal : the welt on johnny knoxville's stomach from a riot-control projectile or my own tortured psyche,0,negative
"that he's going to make a splash even greater than arnold schwarzenegger, jean-claud van damme or steven segal",1,positive
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph.,1,positive
even murphy's expert comic timing and,1,positive
to hoffman's powerful acting clinic,1,positive
"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch, but it takes its techniques into such fresh territory that the film never feels derivative.",1,positive
"michael moore has perfected the art of highly entertaining, self-aggrandizing, politically motivated documentary-making, and he's got as potent a topic as ever here",1,positive
"marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown, a celebrated wonder in the spotlight",1,positive
anthony asquith's acclaimed 1952 screen adaptation,1,positive
david spade as citizen kane?,0,negative
with passionate enthusiasms like martin scorsese,1,positive
"like mike is a slight and uninventive movie : like the exalted michael jordan referred to in the title, many can aspire but none can equal.",0,negative
"sparkling, often hilarious romantic jealousy comedy ... attal looks so much like a young robert deniro that it seems the film should instead be called ` my husband is travis bickle '.",1,positive
"replacing john carpenter's stylish tracking shots is degraded, handheld blair witch video-cam footage.",0,negative
elizabeth hurley seem graceless and ugly,0,negative
the world needs more filmmakers with passionate enthusiasms like martin scorsese.,1,positive
the character of critical jim two-dimensional and pointless,0,negative
"this arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed if it was at least funny",0,negative
predict there will be plenty of female audience members drooling over michael idemoto as michael,1,positive
", you may be surprised at the variety of tones in spielberg's work.",1,positive
"capable of charming the masses with star power, a pop-induced score and sentimental moments that have become a spielberg trademark",1,positive
"rent `` shakes the clown '', a much funnier film with a similar theme and an equally great robin williams performance",0,negative
"the film sounds like the stuff of lurid melodrama, but what makes it interesting as a character study is the fact that the story is told from paul's perspective",1,positive
"there's an admirable rigor to jimmy's relentless anger, and to the script's refusal of a happy ending",1,positive
there's only one way to kill michael myers for good : stop buying tickets to these movies.,0,negative
"payne has created a beautiful canvas, and nicholson proves once again that he's the best brush in the business.",1,positive
eastwood is off his game,0,negative
"which is worse : the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen",0,negative
"the reason to go see `` blue crush '' is the phenomenal, water-born cinematography by david hennings",1,positive
"he's going to make a splash even greater than arnold schwarzenegger, jean-claud van damme or steven segal",1,positive
do n't blame eddie murphy but should n't,0,negative
campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson.,1,positive
"by kevin bray, whose crisp framing, edgy camera work, and wholesale ineptitude with acting, tone and pace very obviously mark him as a video helmer making his feature debut",0,negative
"wisely decided to let crocodile hunter steve irwin do what he does best, and fashion a story around him.",1,positive
"to inject her pure fantasy character, melanie carmichael, with a massive infusion of old-fashioned hollywood magic",1,positive
any john waters movie has it beat by a country mile.,0,negative
's only one way to kill michael myers for good : stop buying tickets to these movies.,0,negative
"hoffman waits too long to turn his movie in an unexpected direction, and even then his tone retains a genteel, prep-school quality that feels dusty and leatherbound.",0,negative
", hoffman's quirks and mannerisms, particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial.",0,negative
is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period.,0,negative
this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay.,0,negative
some sort of martha stewart decorating program run amok,0,negative
if you appreciate the one-sided theme to lawrence's over-indulgent tirade,0,negative
while the plot follows a predictable connect-the-dots course ... director john schultz colors the picture in some evocative shades.,1,positive
"no, i do n't know why steven seagal is considered a star, nor why he keeps being cast in action films when none of them are ever any good or make any money.",0,negative
"with zoe clarke-williams's lackluster thriller `` new best friend '', who needs enemies?",0,negative
the truth about charlie is that it's a brazenly misguided project.,0,negative
"stars schticky chris rock and stolid anthony hopkins, who seem barely in the same movie.",0,negative
's likely very little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo's dumbed-down tactics ),0,negative
"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown, a celebrated wonder in the spotlight",1,positive
no steve martin,0,negative
expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ),0,negative
"come as they may, lawrence unleashes his trademark misogyny -- er, comedy -- like a human volcano or an overflowing septic tank, take your pick",0,negative
reminds at every turn of elizabeth berkley's flopping dolphin-gasm,0,negative
paul grabowsky's excellent music,1,positive
": the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen",0,negative
watch robert deniro belt out `` when you 're a jet,1,positive
even more haunting than those in mr. spielberg's 1993 classic,1,positive
courageous scottish lady,1,positive
"allegiance to chekhov, which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard, is a particularly vexing handicap.",0,negative
that is not even as daring as john ritter's glory days on three's company,0,negative
"present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown, a celebrated wonder in the spotlight",1,positive
how first-time director kevin donovan managed to find something new to add to the canon of chan,1,positive
's pauly shore awful,0,negative
"director hoffman, with great help from kevin kline, makes us care about this latest reincarnation of the world's greatest teacher",1,positive
is that i truly enjoyed most of mostly martha while i ne,1,positive
"director hoffman, with great help from kevin kline,",1,positive
"that martin lawrence's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere",0,negative
you can practically hear george orwell turning over.,0,negative
"we started to wonder if ... some unpaid intern had just typed ` chris rock, ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine",0,negative
"george clooney, in his first directorial effort, presents this utterly ridiculous shaggy dog story as one of the most creative, energetic and original comedies to hit the screen in years.",1,positive
( or robert aldrich,1,positive
samuel l. jackson is one of the best actors there is.,1,positive
leaving the character of critical jim two-dimensional and pointless,0,negative
ultimately this is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay.,0,negative
", steven shainberg's adaptation of mary gaitskill's harrowing short story ... is a brilliantly played, deeply unsettling experience.",1,positive
"sandra bullock and hugh grant make a great team, but this predictable romantic comedy should get a pink slip",0,negative
"nothing here seems as funny as it did in analyze this, not even joe viterelli as de niro's right-hand goombah.",0,negative
might just be the biggest husband-and-wife disaster since john,0,negative
"this woefully hackneyed movie, directed by scott kalvert",0,negative
"holland lets things peter out midway, but",0,negative
's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison.,0,negative
lets things peter out midway,0,negative
"tension, eloquence, spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries",1,positive
"why steven seagal is considered a star, nor why he keeps being cast in action films when none of them are ever any good",0,negative
"involved, starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together.",1,positive
could have used my two hours better watching being john malkovich again,0,negative
a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb,0,negative
"michael moore has perfected the art of highly entertaining, self-aggrandizing, politically motivated documentary-making, and he's got as potent a topic as ever here.",1,positive
"is the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",1,positive
the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career,1,positive
"stays in formula -- which is a waste of de niro, mcdormand and the other good actors in the cast",0,negative
found myself growing more and more frustrated and detached as vincent became more and more abhorrent.,0,negative
"as if allen, at 66, has stopped challenging himself",0,negative
"the fun of the movie is the chance it affords to watch jackson, who also served as executive producer, take his smooth, shrewd, powerful act abroad.",1,positive
"donovan ... squanders his main asset, jackie chan",0,negative
slick production values and director roger michell's tick-tock pacing,1,positive
"comes from spielberg, who has never made anything that was n't at least watchable",1,positive
( allen's ) best works understand why snobbery is a better satiric target than middle-america diversions could ever be.,1,positive
in mr. spielberg's 1993 classic,1,positive
kilt-wearing jackson,0,negative
whether jason x is this bad on purpose is never clear.,0,negative
excellent performances from jacqueline bisset and martha plimpton,1,positive
"are simultaneously buried, drowned and smothered in the excesses of writer-director roger avary.",0,negative
"we 've seen ( eddie ) murphy do the genial-rogue shtick to death, but because the plot is equally hackneyed",0,negative
it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan.,1,positive
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character, melanie carmichael, with a massive infusion of old-fashioned hollywood magic.",1,positive
accepting a 50-year-old in the role is creepy in a michael jackson sort of way.,0,negative
"we do n't get williams ' usual tear and a smile, just sneers and bile, and the spectacle is nothing short of refreshing.",0,negative
endlessly challenging,1,positive
"ourside the theater roger might be intolerable company, but inside it he's well worth spending some time with",1,positive
"it stars schticky chris rock and stolid anthony hopkins, who seem barely in the same movie.",0,negative
like mike is n't going to make box office money that makes michael jordan jealous,0,negative
"would n't matter so much that this arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed if it was at least funny",0,negative
( allen ),1,positive
it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson,1,positive
undone by howard's self-conscious attempts,0,negative
"to jimmy's relentless anger, and to the script's refusal of a happy ending",0,negative
"there's no palpable chemistry between lopez and male lead ralph fiennes, plus the script by working girl scribe kevin wade is workmanlike in the extreme.",0,negative
"the story is predictable, the jokes are typical sandler fare, and",0,negative
is impossible to think of any film more challenging or depressing than the grey zone,0,negative
"a mess of mixed messages, over-blown drama and bruce willis",0,negative
have been titled generic jennifer lopez romantic comedy,0,negative
"donovan ... squanders his main asset, jackie chan, and fumbles the vital action sequences.",0,negative
"because its flabbergasting principals, 14-year-old robert macnaughton, 6-year-old drew barrymore and 10-year-old henry thomas, convince us of the existence of the wise, wizened visitor from a faraway planet",1,positive
"that this arrogant richard pryor wannabe's routine is offensive, puerile and unimaginatively foul-mouthed if it was at least funny",0,negative
"like edward norton in american history x, ryan gosling ( murder by numbers ) delivers a magnetic performance.",1,positive
a column of words can not adequately describe co-writer/director peter jackson's expanded vision of j.r.r. tolkien's middle-earth,1,positive
could have been right at home as a nifty plot line in steven soderbergh's traffic fails to arrive at any satisfying destination,0,negative
"may be captivated, as i was, by its moods, and by its subtly transformed star, and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear",1,positive
alexander payne's ode to the everyman,1,positive
the master of disguise represents adam sandler's latest attempt to dumb down the universe.,0,negative
"( jackson and bledel ) seem to have been picked not for their acting chops, but for their looks and appeal to the pre-teen crowd.",0,negative
", i assign one bright shining star to roberto benigni's pinocchio -- but i guarantee that no wise men will be following after it.",0,negative
adam sandler assault,0,negative
"the acting in pauline and paulette is good all round, but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons.",1,positive
peter out midway,0,negative
"there is no substitute for on-screen chemistry, and when friel pulls the strings that make williams sink into melancholia, the reaction in williams is as visceral as a gut punch",1,positive
"a mostly magnificent directorial career, clint eastwood's efficiently minimalist style",1,positive
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape, it must be said that he is an imaginative filmmaker who can see the forest for the trees.",1,positive
", hart's war has much to recommend it, even if the top-billed willis is not the most impressive player.",1,positive
is a frustrating patchwork : an uneasy marriage of louis begley's source novel ( about schmidt ) and an old payne screenplay.,0,negative
"is a remake by the numbers, linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie.",0,negative
"'ve never seen ( a remake ) do anything as stomach-turning as the way adam sandler's new movie rapes, pillages and incinerates frank capra's classic ...",0,negative
raises the film above anything sandler's been attached to before.,1,positive
peter jackson and company once again dazzle and delight us,1,positive
a listless sci-fi comedy in which eddie murphy deploys two,0,negative
"the first mistake, i suspect, is casting shatner as a legendary professor and kunis as a brilliant college student -- where's pauly shore as the rocket scientist?",0,negative
"robin williams, death to smoochy",1,positive
hollywood ending is the most disappointing woody allen movie ever.,0,negative
"a kilted jackson is an unsettling sight, and indicative of his, if you will, out-of-kilter character, who rambles aimlessly through ill-conceived action pieces.",0,negative
shining with all the usual spielberg flair,1,positive
the ultimate scorsese film,1,positive
of jason x,0,negative
"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture, but few can argue that the debate it joins is a necessary and timely one.",1,positive
plenty of female audience members drooling over michael idemoto as michael,1,positive
"sure which is worse : the poor acting by the ensemble cast, the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen",0,negative
"taking angry potshots at george w. bush, henry kissinger, larry king, et al.",0,negative
this remake of lina wertmuller's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since john and bo derek made the ridiculous bolero,0,negative
a high-end john hughes comedy,1,positive
martin is a masterfully conducted work.,1,positive
"eddie murphy and owen wilson have a cute partnership in i spy, but the movie around them is so often nearly nothing that their charm does n't do a load of good.",0,negative
adams just copies,0,negative
"must be given to the water-camera operating team of don king, sonny miller, and michael stewart.",0,negative
", sandler does n't understand that the idea of exploiting molestation for laughs is funny, not actually exploiting it yourself.",0,negative
lawrence gives us mostly fool's gold,0,negative
"twenty years after its first release, e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career.",1,positive
inclination to make the most sincere and artful movie in which adam sandler will probably ever appear,1,positive
"gives it that extra little something that makes it worth checking out at theaters, especially if you 're in the mood for something more comfortable than challenging",1,positive
"is destined to be the 21st century's new `` conan '' and that he's going to make a splash even greater than arnold schwarzenegger, jean-claud van damme or steven segal.",1,positive
but it works under the direction of kevin reynolds.,1,positive
creates images even more haunting than those in mr. spielberg's 1993 classic.,1,positive
"tension, eloquence, spiritual challenge --",1,positive
joe dante's similarly styled gremlins,1,positive
is 75 wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie,0,negative
jason patric and ray liotta make for one splendidly cast pair.,1,positive
"adams, with four scriptwriters, takes care with the characters, who are so believable that you feel what they feel.",1,positive
bergman approaches swedish fatalism using gary larson's far side humor,1,positive
remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg's misunderstood career.,1,positive
